artist_name,track_name,danceability,energy,instrumentalness,tempo,music_genre
Xavier Wulf,Fort Woe,0.932,0.384,0,120.005,Hip-Hop
Thomas Rhett,Star Of The Show,0.691,0.624,0,101.988,Country
Jaden Smith,George Jeff,0.723,0.57,0,160.008,Rap
SZA,Garden (Say It Like Dat),0.727,0.456,0,111.331,Hip-Hop
London Philharmonic Orchestra,"Overture (from ""Lawrence Of Arabia"")",0.304,0.36,0.905,118.595,Classical
Young Nudy,Hell Shell,0.853,0.514,0.0222,129.963,Rap
John Prine,Look at Us (feat. Morgane Stapleton),0.594,0.344,1.08e-4,105.181,Country
Mickey Guyton,Better Than You Left Me,0.568,0.592,0,113.946,Country
Mac Miller,Rush Hour,0.602,0.472,0,163.817,Rap
Giuseppe Verdi,La Traviata / Act 1: Prelude,0.128,0.0116,0.145,62.208,Classical
empty_field,Taste (feat. Offset),0.884,0.559,0,97.994,Rap
Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act III No. 16: Act III In the Castle of Prince Siegfried: A Ball at the Castle: No. 16. Dance of the corps de ballet and dwarves: Moderato assai",0.368,0.214,0.859,148.927,Classical
Hannah Ellis,Officer Down,0.411,0.591,0,107.148,Country
Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),0.675,0.23,0,173.962,Rap
Dirty Doering,Cape of Good Hope - Original Mix,0.787,0.834,0.808,122.003,Electronic
Riot Ten,Money Walk,0.817,0.781,0,75.076,Electronic
Astor Piazzolla,Ave Maria (Arr. for Cello & Piano),0.15,0.0348,0.956,83.827,Classical
The Crystal Method,Holy Arp,0.633,0.693,0.517,93.641,Electronic
Drake,The Calm,0.471,0.784,1.13e-5,160.833,Hip-Hop
Vince Staples,(562) 453-9382 - Skit,0.589,0.391,0,89.046,Hip-Hop
Big Sean,No Favors,0.58,0.768,1.05e-6,124.719,Rap
empty_field,All Caught Up (feat. Tinashe),0.682,0.585,7.04e-5,88.027,Electronic
Johannes Brahms,"Violin Sonata No. 3 in D Minor, Op. 108: II. Adagio",0.103,0.0477,0.226,171.918,Classical
Hollywood Undead,Kill Everyone,0.523,0.886,0,171.958,Rap
Big Sean,Big Bidness (& Metro Boomin),0.657,0.579,0,84.985,Rap
Gorillaz,We Got The Power (feat. Jehnny Beth),0.507,0.985,3.31e-5,150.059,Hip-Hop
Wallows,These Days,0.655,0.668,0.0302,93.003,Rock
Subtronics,Liberator,0.617,0.957,0.00501,145.041,Electronic
Duki,Sin Culpa (feat. DrefQuila),0.641,0.652,1.74e-6,175.022,Hip-Hop
Chris Brown,Superhuman (feat. Keri Hilson),0.499,0.623,0,143.485,Rap
Daddy Yankee,Llegamos A La Disco,0.731,0.786,0,89.092,Hip-Hop
The Weeknd,What You Need,0.657,0.405,0.072,133.895,Rap
Gucci Mane,Miss My Woe (feat. Rico Love),0.693,0.682,0,159.95,Rap
Igor Stravinsky,The Firebird (L'oiseau de feu): XIV. Lullaby of the Firebird,0.167,0.00602,0.896,128.603,Classical
Brad Paisley,Celebrity,0.643,0.837,8.76e-6,123.777,Country
All Time Low,"Dear Maria, Count Me In",0.465,0.896,0,181.014,Rock
Sam Hunt,Make You Miss Me,0.614,0.472,0,146.005,Country
Guns N' Roses,Civil War,0.336,0.787,0.0648,140.003,Rock
The Front Bottoms,Twin Size Mattress,0.328,0.867,4.33e-6,145.25,Rock
Chris Janson,Redneck Life,0.507,0.961,4.65e-6,170.029,Country
Trouble,Come Thru (with Mike WiLL Made-It feat. The Weeknd),0.737,0.663,0,76.993,Hip-Hop
Young Money,Every Girl,0.632,0.73,0,76.067,Rap
Fall Out Boy,Rat A Tat,0.474,0.853,0.00121,170.076,Rock
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),0.646,0.784,0,127.839,Hip-Hop
Kanye West,Two Words,0.442,0.807,6.43e-6,84.649,Rap
Yampi,Si Tu Quiere (feat. Pusho),0.812,0.719,0,121.984,Hip-Hop
Claude Debussy,"Deux arabesques (Two Arabesques), L 66: No. 1",0.227,0.0334,0.925,75.651,Classical
Mike Ryan,The Rewrite,0.416,0.825,0,135.912,Country
Earl Sweatshirt,Ontheway!,0.319,0.751,0.151,69.79,Hip-Hop
Saba,SMILE,0.709,0.647,0,79.81,Rap
Cake,Short Skirt / Long Jacket,0.778,0.899,0.0345,119.995,Rock
Joe Walsh,Rocky Mountain Way,0.508,0.373,0.736,86.787,Rock
21 Savage,Ghostface Killers,0.782,0.436,1.3e-5,82.994,Rap
The Internet,Come Over,0.529,0.598,0.171,92.01,Hip-Hop
Wolfgang Amadeus Mozart,"Don Giovanni, K.527 / Act 1: ""LÃ  ci darem la mano""",0.335,0.0738,0.00122,97.147,Classical
Blake Shelton,Just South Of Heaven,0.645,0.644,0,149.887,Country
Johannes Brahms,"Intermezzo in A Major, Op. 118, No. 2",0.338,0.027,0.936,70.271,Classical
38 Special,Second Chance,0.655,0.429,0,118.732,Rock
Caribou,Silver,0.612,0.607,0.167,79.975,Electronic
Preme,Frostbite (Remix) (feat. Offset & Rich The Kid),0.958,0.705,2.02e-5,124.997,Hip-Hop
Trace Adkins,Rough And Ready - Single Edit,0.682,0.899,0.00617,116.963,Country
Led Zeppelin,Communication Breakdown - 2014 Remaster,0.375,0.956,7.6e-6,175.04,Rock
Brooks & Dunn,She Used to Be Mine,0.491,0.57,3.65e-6,172.927,Country
empty_field,Fate (with Young Thug & Swae Lee),0.7,0.735,0,124.058,Rap
George Jones,I Gotta Get Drunk,0.61,0.429,0,161.902,Country
Rehab,Bartender (Sittin' At A Bar),0.621,0.702,0,75.997,Rap
Boombox Cartel,NBD (Phlegmatic Dogs Remix),0.739,0.919,0.0632,124.022,Electronic
Fine Young Cannibals,She Drives Me Crazy,0.799,0.687,1.88e-4,108.804,Rock
Kehlani,Distraction,0.66,0.698,0,120.959,Rap
Joey Bada$$,LAND OF THE FREE,0.734,0.649,0,95.1,Hip-Hop
Jake Owen,American Country Love Song,0.529,0.891,0,104.031,Rock
Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: 8. Communio: Lux aeterna - Live",0.229,0.306,0.875,96.401,Classical
Eminem,"Rabbit Run - From ""8 Mile"" Soundtrack",0.566,0.852,0,95.375,Rap
Portishead,Threads,0.282,0.374,0.534,150.135,Electronic
Smile Empty Soul,Bottom of a Bottle,0.537,0.847,1.16e-6,106.055,Rock
Staind,Right Here,0.492,0.646,2.21e-5,112.228,Rap
The Game,Martians Vs Goblins,0.494,0.811,0,83.189,Rap
empty_field,Redneck Yacht Club,0.49,0.817,0,168.115,Country
Wiz Khalifa,First Or Last,0.904,0.624,0,88,Hip-Hop
Gunna,Derek Fisher (feat. Lil Baby),0.759,0.562,0,145.139,Hip-Hop
Freedom Call,Warriors,0.451,0.887,8.87e-6,94.967,Classical
Migos,Culture (feat. DJ Khaled),0.825,0.7,0,132.996,Rap
Little Big Town,Tornado,0.739,0.696,9.61e-5,97.004,Country
Joey Bada$$,Big Dusty,0.521,0.77,0,81.05,Hip-Hop
High Contrast,If We Ever - Unglued Remix,0.663,0.864,0.028,173.035,Electronic
Ludwig van Beethoven,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": IV. Thunderstorm: Allegro",0.242,0.152,0.832,89.962,Classical
SAINt JHN,N***a Sh*t (Swoosh),0.732,0.712,2.04e-6,153.967,Rap
Brett Young,Close Enough,0.509,0.735,1.6e-6,88.943,Country
Imagine Dragons,Yesterday,0.569,0.645,0,156.031,Rock
Tracy Byrd,Holdin' Heaven,0.455,0.853,0,188.876,Country
Erik Satie,3 Gymnopedies (orch. Debussy): I. Lent et grave,0.212,0.0105,0.376,81.784,Classical
Kacey Musgraves,Pageant Material,0.645,0.756,5.31e-6,94.006,Country
PnB Rock,Nowadays,0.721,0.695,0,90.014,Rap
Antonio Vivaldi,"Vivaldi: Violin Concerto in G Minor, RV 315 ""L'estate"" (No. 2 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): II. Adagio",0.165,0.0255,0.256,92.452,Classical
Frank Ocean,Pink + White,0.544,0.552,4.57e-5,159.738,Rap
Alison Wonderland,Easy,0.612,0.668,3.04e-5,134.995,Electronic
Waka Flocka Flame,O Let's Do It (feat. Cap),0.682,0.513,0,130.085,Hip-Hop
Bonobo,El Toro,0.653,0.64,0.706,103.376,Electronic
Ganja White Night,Tequila,0.668,0.745,0.462,125.007,Electronic
The Kinks,A Well Respected Man,0.53,0.873,0,162.154,Rock
FrÃ©dÃ©ric Chopin,"Nocturnes, Op. 62: No. 2 in E major. Lento",0.346,0.0132,0.874,66.52,Classical
Santana,Into the Night (feat. Chad Kroeger),0.595,0.844,0,127.981,Rock
Cardi B,Lick (feat. Offset),0.838,0.637,0,116.077,Rap
Tech N9ne,Godspeed,0.756,0.835,0,95.984,Hip-Hop
FrÃ©dÃ©ric Chopin,"Nocturno No. 2, Op. 9",0.435,0.0104,0.825,101.929,Classical
Catfish and the Bottlemen,Kathleen,0.487,0.888,0.00104,137.939,Rock
Staind,So Far Away,0.407,0.896,0,138.697,Rap
Josh Turner,Soulmate,0.48,0.403,0.0152,75.436,Country
The Beatles,"Hello, Goodbye - Remastered 2009",0.479,0.733,2.4e-5,99.307,Rock
Ludwig van Beethoven,"Violin Sonata No. 7, Op. 30 No. 2: I. Allegro con brio",0.388,0.206,0.575,145.732,Classical
Thievery Corporation,The Supreme Illusion featuring Gunjan,0.425,0.805,0.955,126.581,Electronic
Ravi Shankar,Offering,0.258,0.106,0.796,79.987,Classical
Cracker,Low,0.329,0.646,0.00469,173.974,Rock
Datsik,No Requests (feat. KRS-One),0.653,0.899,2.87e-6,144.12,Electronic
Johann Sebastian Bach,"Sonata for Flute or Violin No.5 in E minor, BWV 1034: 3. Andante (Transcr. for Mandolin and Continuo by Avi Avital)",0.517,0.0336,0.719,108.972,Classical
DJ Quik,Jus Lyke Compton,0.77,0.812,0,94.661,Hip-Hop
Mario,I Choose You,0.673,0.628,0,90.107,Rap
Yella Beezy,I Wanna Know,0.694,0.523,0,116.997,Rap
Smino,SPINZ,0.674,0.514,0,67.673,Rap
Charlie Farley,Exposed,0.786,0.883,0,125.04,Country
Moneybagg Yo,Wat U On (feat. Gunna),0.835,0.468,0,126.072,Hip-Hop
Randy Rogers Band,Things I Need to Quit,0.536,0.598,0.00381,144.036,Country
Tee Grizzley,How Many,0.752,0.84,7.5e-6,96.03,Rap
JOYRYDE,NEW BREED (feat. Darnell Williams),0.791,0.854,2.84e-6,127.044,Electronic
LeAnn Rimes,Can't Fight The Moonlight,0.628,0.834,0,97.865,Country
Eminem,Nowhere Fast (feat. Kehlani) - Extended Version,0.699,0.691,0,78.874,Hip-Hop
empty_field,Senile,0.816,0.732,2.58e-5,111.993,Hip-Hop
Wiz Khalifa,Ocean,0.822,0.765,0,145.105,Hip-Hop
$uicideBoy$,Long Gone (Save Me From This Hell),0.71,0.632,2.92e-6,140.026,Hip-Hop
Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 1: No. 23, Gerne will ich mich bequemen",0.225,0.139,0.256,168.084,Classical
12th Planet,Hide It All - Original,0.388,0.971,0.0177,145.116,Electronic
The Prodigy,Serial Thrilla,0.465,0.989,0.546,117.751,Electronic
empty_field,Roads - Live,0.292,0.466,0,140.66,Electronic
Fleetwood Mac,Go Your Own Way,0.597,0.812,0.00106,135.68,Rock
Boards of Canada,Nothing Is Real,0.553,0.62,0.909,91.137,Electronic
Rodney Atkins,Angel's Hands,0.542,0.628,0,142.094,Country
Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",0.741,0.562,0,180.068,Hip-Hop
Slash,Sweet Child O' Mine - Acoustic,0.566,0.538,4.97e-4,121.154,Rock
Jordan Comolli,Over You,0.677,0.812,0.0369,159.951,Electronic
BjÃ¶rk,Where Is The Line,0.215,0.699,0.0088,80.186,Electronic
AntonÃ_n DvoÅ™Ã¡k,"Violin Sonatina in G Major, Op. 100, B. 183: I. Allegro risoluto",0.32,0.0681,0.0939,78.04,Classical
Riot Ten,Mosh (feat. Brewski),0.561,0.887,0,130.04,Electronic
Oceanvs Orientalis,Aliens,0.723,0.63,0.745,99.989,Electronic
Slipknot,Left Behind,0.229,0.994,0.00548,156.623,Rap
Rae Sremmurd,Hurt To Look - From Swaecation,0.671,0.702,3.53e-5,104.983,Rap
Justice,D.A.N.C.E. x Fire x Safe and Sound (WWW),0.412,0.903,8.61e-5,121.08,Electronic
Moderat,Therapy,0.657,0.63,0.834,110.008,Electronic
3LAU,Fire - Price & Takis Remix,0.485,0.845,9.34e-5,160.083,Electronic
Dave East,I Dont Understand It,0.487,0.834,0,78.86,Rap
Corey Hart,Sunglasses At Night,0.686,0.609,1.5e-4,127.736,Rock
George Strait,The Big One,0.625,0.757,0,128.782,Country
Fetty Wap,RGF Island,0.746,0.764,8.19e-6,137.98,Rap
Morten Lauridsen,Lux aeterna: O Nata Lux,0.0765,0.0213,0.68,79.47,Classical
Eminem,"Rabbit Run - From ""8 Mile"" Soundtrack",0.566,0.852,0,95.375,Hip-Hop
Supergrass,Richard III,0.18,0.735,0.695,151.622,Electronic
AntonÃ_n DvoÅ™Ã¡k,"Rusalka, Op. 114, B. 203, Act III: MÃ¡m, zlatÃ© vlÃ¡sky mÃ¡m (Live)",0.19,0.193,0.00164,75.39,Classical
Shenandoah,Church On Cumberland Road,0.669,0.812,0,75.132,Country
Hopsin,Hell's Carol,0.558,0.794,0,184.545,Hip-Hop
Dom Kennedy,323 Go Crazy,0.699,0.442,5.84e-6,164.026,Hip-Hop
The Neighbourhood,$TING,0.566,0.777,0.758,134.014,Rock
"Tyler, The Creator",November,0.547,0.759,2.15e-5,91.85,Rap
KC & The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty",0.649,0.825,0.154,112.124,Rock
empty_field,Whatcha Gonna Do?,0.737,0.536,2e-5,110.179,Rock
D12,Fight Music,0.753,0.845,0,89.529,Hip-Hop
Ralph Vaughan Williams,Concerto for 2 Pianos in C Major (arr. from Piano Concerto in C Major): II. Romanza: Lento,0.133,0.0136,0.894,89.777,Classical
Giovanni Battista Sammartini,II. Adagio,0.255,0.0537,0.013,96.366,Classical
empty_field,All I Got,0.667,0.509,1.91e-6,104.993,Hip-Hop
Carter Winter,Bad Boy,0.551,0.649,0,146.009,Country
M. S. Subbulakshmi,Jo Achyuthananda Jo Jo Mukunda,0.316,0.378,0,168.886,Classical
Sammy Kershaw,Cadillac Style,0.66,0.845,4.16e-6,138.43,Country
Wolfgang Amadeus Mozart,1. Allegro aperto,0.364,0.0816,0.247,126.335,Classical
Cory Morrow,Nashville Blues - Live,0.508,0.826,0,100.092,Country
empty_field,Why Can't This Be Love,0.531,0.626,0,88.236,Rock
Kanye West,Father Stretch My Hands Pt. 1,0.714,0.566,1.25e-6,113.074,Rap
Tech N9ne,Burn It Down,0.66,0.607,0,125.992,Rap
Blake Shelton,Go Ahead and Break My Heart (feat. Gwen Stefani),0.618,0.731,5.05e-5,116.008,Country
Johnny Cash,Get Rhythm,0.914,0.465,0,110.205,Country
Migos,Culture (feat. DJ Khaled),0.825,0.7,0,132.996,Hip-Hop
Chris Brown,Say Goodbye,0.805,0.494,0,115.049,Rap
empty_field,Jenny from the Block - Track Masters Remix,0.844,0.754,3.42e-6,100.002,Rap
Ashanti,Body On Me,0.756,0.629,0,90.021,Hip-Hop
Led Zeppelin,The Battle of Evermore - Remastered,0.42,0.662,4.23e-4,147.949,Rock
Seth Ennis,Look At You,0.687,0.625,0,104.027,Country
Kollektiv Turmstrasse,Last Day - David August Revision,0.674,0.496,0.929,112.011,Electronic
Teyana Taylor,Gonna Love Me,0.514,0.506,2.56e-5,88.044,Rap
Willie Nelson,Crazy,0.4,0.0625,4.46e-4,66.663,Country
Jauz,In The Zone,0.716,0.904,0.231,128.001,Electronic
Getter,Bury Me,0.735,0.933,0.0108,129.988,Hip-Hop
Alison Wonderland,U Donâ€™t Know,0.537,0.707,3.36e-6,138.055,Electronic
Space Jesus,Wobblesauce - Gravitron (Space Jesus Remix),0.543,0.763,0.0563,102.07,Electronic
The Beatles,I Will - 2018 Mix,0.621,0.348,2.94e-4,103.123,Rock
Birdman,Body Right,0.625,0.533,0,126.12,Rap
Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),0.725,0.688,0.00386,128.004,Rap
Nicki Minaj,All Things Go,0.751,0.463,1.6e-5,124.009,Rap
Young Dolph,I'm So Real,0.817,0.608,0,142.13,Rap
Turnpike Troubadours,Leaving & Lonely,0.685,0.678,9.4e-5,110.026,Country
Sergei Rachmaninoff,"Piano Concerto No.2 in C minor, Op.18: 2. Adagio sostenuto",0.154,0.0573,0.93,90.05,Classical
Jason Aldean,Much Too Young (To Feel This Damn Old) - Recorded at Spotify Studios NYC,0.505,0.571,3.88e-6,158.48,Country
Wiwek,Killa (feat. Elliphant) - Slushii Remix,0.615,0.891,0.0154,74.978,Electronic
Stevie Ray Vaughan,Little Wing,0.475,0.383,0.749,114.709,Rock
Kane Brown,My Where I Come From,0.574,0.872,5.93e-4,105.045,Country
Weval,Just In Case,0.689,0.448,0.255,102.619,Electronic
2Pac,Troublesome '96,0.862,0.93,5.82e-5,97.49,Hip-Hop
Meek Mill,Almost Slipped,0.49,0.651,0,164.213,Rap
Patsy Cline,Strange - Single Version,0.57,0.259,0,124.863,Country
Richard Strauss,"Capriccio, Op.85, TrV 279: Mondscheinmusik",0.138,0.144,0.936,100.391,Classical
Usher,OMG (feat. will.i.am),0.781,0.745,1.14e-5,129.998,Rap
Shovels & Rope,The Wire,0.557,0.554,0,135.084,Country
Rebelution,Comfort Zone,0.752,0.775,1.38e-4,97.004,Rock
Comethazine,DEMAR DEROZAN,0.689,0.777,0,139.723,Hip-Hop
Joe Hisaishi,Main Theme (From ''The Wind Rises''),0.178,0.0798,0.0865,77.657,Classical
Upchurch,Cheatham County,0.644,0.763,0,172.161,Rap
Claude Debussy,The Girl with Flaxen Hair,0.229,0.114,0.88,86.823,Classical
Jamiroquai,Stillness in Time - Remastered,0.652,0.912,0.602,110.183,Electronic
Russell Dickerson,MGNO,0.594,0.819,1.13e-5,121.064,Rock
Jon Langston,Cigarettes and Me,0.591,0.693,0,135.823,Country
Travis Scott,CAN'T SAY,0.702,0.708,0,147.98,Rap
The Score,Glory,0.564,0.613,3.22e-6,84.951,Rock
Joe Diffie,New Way (To Light Up An Old Flame),0.659,0.72,0,87.235,Country
Saba,LOGOUT,0.787,0.382,0,86.779,Rap
Ludwig van Beethoven,"Piano Sonata No. 27 in E Minor, Op. 90: 1. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck",0.417,0.0345,0.909,73.751,Classical
empty_field,Adams: Hallelujah Junction: III.,0.437,0.272,0.913,96.357,Classical
empty_field,Way Up,0.585,0.941,8.41e-6,130.024,Rap
Kenny Chesney,Down the Road - Live,0.414,0.584,6.05e-6,162.887,Country
JÃ_hann JÃ_hannsson,Explosion,0.127,0.0428,0.831,84.954,Classical
August Alsina,Kissin' On My Tattoos,0.577,0.625,0,120.133,Hip-Hop
Seckond Chaynce,Let You Down,0.735,0.526,0,148.282,Country
Wolfgang Amadeus Mozart,"Le Nozze Di Figaro (The Marriage of Figaro, K. 492); Act III, Ecco La Marcia",0.614,0.141,4.83e-4,117.891,Classical
Casey Donahew,Country Song,0.657,0.843,0,118.02,Country
Scotty McCreery,This Is It,0.557,0.511,0,156.042,Country
Redneck Souljers,Hands Up,0.793,0.839,0,128.936,Country
Brother Ali,Uncle Sam Goddamn,0.797,0.627,7.16e-6,88.048,Hip-Hop
Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 1: No. 7, Von den Strikken meiner SÃ_nden",0.337,0.0917,0.00664,79.419,Classical
2Pac,Me Against The World,0.79,0.799,0.0299,91.921,Rap
Daft Punk,Lose Yourself to Dance,0.832,0.659,0.00114,100.163,Electronic
The Doobie Brothers,Listen to the Music,0.645,0.598,3.53e-6,105.929,Country
Fritz Kreisler,Liebeslied,0.335,0.023,1.43e-4,136.386,Classical
Jacquees,B.E.D. - Remix,0.711,0.492,0,122.009,Rap
Steven Malcolm,Not To Us / Good Love,0.627,0.689,0,86.768,Hip-Hop
Hopsin,Good Guys Get Left Behind,0.62,0.883,0,82.619,Hip-Hop
Georg Philipp Telemann,"Viola Concerto in G Major, TWV 51:G9: I. Largo",0.2,0.101,0.732,144.027,Classical
empty_field,Girls In Bikinis,0.778,0.567,0,104.023,Country
2Pac,All About U,0.859,0.792,0,103.201,Rap
empty_field,Wavybone,0.708,0.655,2.74e-6,74.945,Rap
We Came As Romans,I Knew You Were Trouble,0.56,0.688,0,76.997,Rock
Dierks Bentley,Gonna Die Young,0.543,0.851,2.91e-4,93.028,Country
G Jones,Soundtrack to the Machine,0.664,0.895,0.0324,150.079,Electronic
Future,Honest,0.719,0.477,0,140.141,Hip-Hop
bbno$,shining,0.867,0.602,0,94.025,Rap
Wolfgang Amadeus Mozart,"Mozart, Eine Kleine Nachtmusik K.V.525: Allegro",0.492,0.108,0.957,132.877,Classical
Kevin Fowler,Long Line of Losers,0.407,0.718,1.31e-6,157.933,Country
JÃ_hann JÃ_hannsson,Soccer Game,0.112,0.208,0.919,89.694,Classical
blink-182,Dammit,0.407,0.968,0,109.727,Rock
Randy Houser,Same Ole Saturday Night,0.645,0.804,1.2e-6,89.993,Country
Sasha,Smokemonk - Yotto Remix,0.701,0.708,0.932,123.992,Electronic
Roy Orbison,"Oh, Pretty Woman",0.619,0.603,0,127.432,Rock
Wolfgang Amadeus Mozart,"Concerto No. 2 in E-Flat Major, K.417: III. Rondo. Allegro",0.397,0.0738,0.927,103.868,Classical
Michael Schenker Group,Assault Attack - 2009 Remaster,0.26,0.936,2.18e-4,101.522,Classical
Eric Church,Hippie Radio,0.621,0.427,1.12e-6,88.656,Country
NGHTMRE,GUD VIBRATIONS,0.514,0.924,0.805,151.994,Electronic
Arcangelo Corelli,"Sonata a violono e violone e cimbalo, Op. 5, Sonata No.11 in E: II.Allegro",0.455,0.271,0.229,117.309,Classical
G-Eazy,Crash & Burn,0.558,0.778,0,88.125,Rap
Chase Rice,Only a Country Girl,0.445,0.88,0,186.117,Country
Blake Shelton,The Baby,0.344,0.532,0,172.606,Country
Florida Georgia Line,Here's To The Good Times,0.534,0.933,0,142.062,Rock
Hraach,Una Mattina - Original Mix,0.808,0.48,0.87,116.006,Electronic
Duskus,Closed,0.546,0.772,1.22e-4,150.051,Electronic
50 Cent,Candy Shop,0.614,0.574,3.2e-5,125.173,Hip-Hop
Jdam,Drive,0.671,0.786,0,136.819,Rap
Men I Trust,Tailwhip,0.8,0.655,0.0074,114.004,Rock
Zac Brown Band,Trying To Drive,0.434,0.664,0,145.861,Country
Philip Glass,OrphÃ©e Suite - 6. Orphee's Return,0.395,0.0997,0.892,127.275,Classical
Bob Dylan,Subterranean Homesick Blues,0.576,0.727,0,173.854,Rock
Air,Electronic Performer,0.727,0.824,0.888,119.787,Electronic
Ookay,Time Warp,0.442,0.807,0.00116,97.052,Electronic
VÃ¶k,BTO,0.441,0.422,0.00457,88.695,Electronic
Kip Moore,Blonde,0.714,0.523,0,79.991,Country
empty_field,Tennessee Boy,0.649,0.501,0,81.974,Country
Aaron Copland,Billy the Kid: V. Gun Battle,0.501,0.285,0.946,79.527,Classical
Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 2: No. 50, Sie schrieen aber noch mehr und sprachen",0.42,0.244,2.74e-5,105.315,Classical
Ludwig van Beethoven,"Sonata No. 3 in C Major, Op. 2 No. 3: I. Allegro con brio",0.339,0.188,0.912,142.511,Classical
Shane & Shane,Psalm 46 (Live),0.472,0.661,7.84e-4,138.007,Rock
Claude Debussy,"PrÃ©ludes, Livre 2, L. 123: 1. Brouillards",0.27,0.0291,0.862,78.817,Classical
Waldeck,The Weatherman,0.663,0.632,0.00356,172.951,Electronic
Wolfgang Amadeus Mozart,ãƒ”ã‚¢ãƒ_ãÅ¨ãƒ´ã‚¡ã‚_ã‚ªãƒªãƒ_ãÅ®ãÅŸã‚ÅãÅ®ã‚_ãƒ_ã‚¿ ãƒ˜é•·èª¿ K.377 II.Theme and Variations: Andante,0.353,0.12,0.0158,123.632,Classical
empty_field,Panbowl - Bonus Track,0.606,0.321,0.00112,91.327,Country
Anfa Rose,Substance,0.722,0.403,1.41e-6,80.016,Hip-Hop
Wifisfuneral,Wya?,0.866,0.42,0,85.005,Hip-Hop
The Ninetys,F R E E W O R L D,0.678,0.651,0.0212,113.977,Electronic
empty_field,New Level,0.526,0.655,0,121.127,Rap
Bassnectar,Into the Sun,0.398,0.848,0.189,139.91,Electronic
Upchurch,Red Carpet,0.875,0.648,0,150.005,Country
DJ Shadow,Horror Show,0.394,0.92,0,90.084,Electronic
BROCKHAMPTON,SWEET,0.718,0.628,0,92.107,Hip-Hop
Grateful Dead,"Not Fade Away/Goin' Down The Road Feeling Bad - Live at Manhattan Center, New York, NY, April 5, 1971",0.48,0.549,0.788,89.542,Rock
Kansas,Carry On My Wayward Son - Anchorman Medley,0.496,0.72,2.38e-5,126.67,Rock
Wolfgang Amadeus Mozart,"Divertimento No. 10 in F Major, K. 247: I. Allegro",0.394,0.0871,0.359,134.129,Classical
Outlaw,Killbilly,0.847,0.622,2.79e-6,119.797,Country
Jason Derulo,Marry Me,0.568,0.631,0,105.096,Rap
Freddie Gibbs,Flat Tummy Tea,0.478,0.924,0,95.237,Rap
Excision,Bring the Madness,0.644,0.928,2.52e-5,174.113,Electronic
Kendrick Lamar,She Needs Me (Remix),0.606,0.835,1.11e-6,100.145,Hip-Hop
Michael Ray,Wish I Was Here,0.602,0.732,1.33e-6,120.059,Country
Future,Might as Well,0.914,0.545,0,134.057,Rap
Colt Ford,Answer to No One (feat. JJ Lawhorn),0.468,0.874,0,79.988,Rap
Minnesota,Hold Up,0.594,0.887,0.769,90.011,Electronic
Stevie Nicks,Has Anyone Ever Written Anything for You,0.529,0.149,0.0759,86.921,Rock
empty_field,Mirror Mirror - Remastered 2007,0.314,0.964,2.47e-4,177.93,Classical
Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626 (SÃ_ssmayr - Dutron 2016 completion): II. Sequentia - Tuba mirum",0.188,0.0896,0.00195,87.181,Classical
Johann Sebastian Bach,"Bach, JS: Goldberg Variations, BWV 988: I. Aria",0.287,0.00562,0.906,77.57,Classical
Juice WRLD,Armed And Dangerous,0.736,0.67,0,130.032,Rap
Isaiah Rashad,AA,0.73,0.512,0,96.002,Rap
Logic,Overnight,0.868,0.752,1.69e-5,149.987,Rap
Ludwig van Beethoven,"String Quartet No. 14 in C-Sharp Minor, Op. 131: I. Adagio ma non troppo e molto espressivo",0.14,0.0347,0.175,83.087,Classical
SonReal,Can I Get A Witness,0.774,0.587,0,99.986,Hip-Hop
Krizz Kaliko,Unstable,0.644,0.85,0,130.142,Country
empty_field,Hechicera,0.679,0.755,0.00428,92.945,Rock
Wiener Philharmoniker,"Ah! Taci, Ingiusto Core 2. Akt / Act 2",0.386,0.154,5.88e-5,130.569,Classical
George Frideric Handel,"Serse, HWV 40, Act I, Scene 1: Ombra mai fu",0.17,0.0767,0.16,127.808,Classical
Justin Moore,This Kind Of Town,0.627,0.651,0,119.961,Country
Johnny Paycheck,Take This Job and Shove It,0.763,0.364,2.02e-5,137.132,Country
empty_field,Where Do We Go from Here?,0.776,0.804,0.053,128.058,Electronic
Sneaker Pimps,Lightning Field,0.624,0.605,4.17e-4,125.103,Electronic
Gabriel Kahane,Veda (1 Pierce Dr.),0.528,0.281,5.51e-4,95.748,Classical
Confederate Railroad,Queen Of Memphis,0.604,0.862,4.15e-5,151.496,Country
The Beatles,Something - Remastered 2009,0.396,0.338,2.62e-6,133.522,Rock
